=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.07.01 11:20:54 =~=~=~=~=~=~=~=~=~=~=~=
Starting measurements with the following settings:
Interval = 50 secs
Start Index = 0
Stop Index = 500
Test duration = 3 hrs 28 mins 20 secs
MMCM Input Frequency = 700 MHz
1, 0, 0, 0, 35, 34, 2, 360290, 360295
2, 0, 0, 0, 35, 34, 2, 360290, 360295
3, 0, 0, 0, 35, 34, 2, 360290, 360295
4, 0, 0, 0, 35, 34, 2, 360290, 360282
5, 0, 0, 0, 35, 34, 2, 360290, 360295
6, 0, 0, 0, 35, 34, 2, 360290, 360282
7, 0, 0, 0, 35, 34, 2, 360290, 360295
8, 0, 0, 0, 35, 34, 2, 360290, 360282
9, 0, 0, 0, 35, 34, 2, 360290, 360295
10, 0, 0, 0, 35, 34, 2, 360290, 360282
11, 0, 0, 0, 35, 34, 2, 360290, 360295
12, 0, 0, 0, 35, 34, 2, 360290, 360295
13, 0, 0, 0, 35, 34, 2, 360290, 360295
14, 0, 0, 0, 35, 34, 2, 360290, 360295
15, 0, 0, 0, 35, 34, 2, 360290, 360295
16, 0, 0, 0, 35, 34, 2, 360290, 360295
17, 0, 0, 0, 35, 34, 2, 360290, 360295
18, 0, 0, 0, 35, 34, 2, 360290, 360295
19, 0, 0, 0, 35, 34, 2, 360290, 360295
20, 0, 0, 0, 35, 34, 2, 360290, 360295
21, 0, 0, 0, 35, 34, 2, 360290, 360295
22, 0, 0, 0, 35, 34, 2, 360290, 360295
23, 0, 0, 0, 35, 34, 2, 360290, 360295
24, 0, 0, 0, 35, 34, 2, 360290, 360295
25, 0, 0, 0, 35, 34, 2, 360290, 360295
26, 0, 0, 0, 35, 34, 2, 360290, 360295
27, 0, 0, 0, 35, 34, 2, 360290, 360295
28, 0, 0, 0, 35, 34, 2, 360290, 360295
29, 0, 0, 0, 35, 34, 2, 360290, 360295
30, 0, 0, 0, 35, 34, 2, 360290, 360295
31, 0, 0, 0, 35, 34, 2, 360290, 360295
32, 0, 0, 0, 35, 34, 2, 360290, 360295
33, 0, 0, 0, 35, 34, 2, 360290, 360295
34, 0, 0, 0, 35, 34, 2, 360290, 360295
35, 0, 0, 0, 35, 34, 2, 360290, 360295
36, 0, 0, 0, 35, 34, 2, 360290, 360295
37, 0, 0, 0, 35, 34, 2, 360290, 360295
38, 0, 0, 0, 35, 34, 2, 360290, 360295
39, 0, 0, 0, 35, 34, 2, 360290, 360295
40, 0, 0, 0, 35, 34, 2, 360290, 360295
41, 0, 0, 0, 35, 34, 2, 360290, 360295
42, 0, 0, 0, 35, 34, 2, 360290, 360295
43, 0, 0, 0, 35, 34, 2, 360290, 360295
44, 0, 0, 0, 35, 34, 2, 360290, 360295
45, 0, 0, 0, 35, 34, 2, 360290, 360295
46, 0, 0, 0, 35, 34, 2, 360290, 360295
47, 0, 0, 0, 35, 34, 2, 360290, 360282
48, 0, 0, 0, 35, 34, 2, 360290, 360295
49, 0, 0, 0, 35, 34, 2, 360290, 360282
0, 0, 0, 2, 33, 32, 2, 360921, 360295
1, 0, 0, 2, 33, 32, 2, 360921, 360945
2, 0, 0, 2, 33, 32, 2, 360921, 360932
3, 0, 0, 2, 33, 32, 2, 360921, 360932
4, 0, 0, 2, 33, 32, 2, 360921, 360932
5, 0, 0, 2, 33, 32, 2, 360921, 360932
6, 0, 0, 2, 33, 32, 2, 360921, 360945
7, 0, 0, 2, 33, 32, 2, 360921, 360932
8, 0, 0, 2, 33, 32, 2, 360921, 360932
9, 0, 0, 2, 33, 32, 2, 360921, 360932
10, 0, 0, 2, 33, 32, 2, 360921, 360945
11, 0, 0, 2, 33, 32, 2, 360921, 360945
12, 0, 0, 2, 33, 32, 2, 360921, 360932
13, 0, 0, 2, 33, 32, 2, 360921, 360932
14, 0, 0, 2, 33, 32, 2, 360921, 360932
15, 0, 0, 2, 33, 32, 2, 360921, 360945
16, 0, 0, 2, 33, 32, 2, 360921, 360945
17, 0, 0, 2, 33, 32, 2, 360921, 360932
18, 0, 0, 2, 33, 32, 2, 360921, 360932
19, 0, 0, 2, 33, 32, 2, 360921, 360932
20, 0, 0, 2, 33, 32, 2, 360921, 360945
21, 0, 0, 2, 33, 32, 2, 360921, 360945
22, 0, 0, 2, 33, 32, 2, 360921, 360932
23, 0, 0, 2, 33, 32, 2, 360921, 360932
24, 0, 0, 2, 33, 32, 2, 360921, 360932
25, 0, 0, 2, 33, 32, 2, 360921, 360945
26, 0, 0, 2, 33, 32, 2, 360921, 360945
27, 0, 0, 2, 33, 32, 2, 360921, 360932
28, 0, 0, 2, 33, 32, 2, 360921, 360932
29, 0, 0, 2, 33, 32, 2, 360921, 360932
30, 0, 0, 2, 33, 32, 2, 360921, 360945
31, 0, 0, 2, 33, 32, 2, 360921, 360945
32, 0, 0, 2, 33, 32, 2, 360921, 360932
33, 0, 0, 2, 33, 32, 2, 360921, 360932
34, 0, 0, 2, 33, 32, 2, 360921, 360932
35, 0, 0, 2, 33, 32, 2, 360921, 360945
36, 0, 0, 2, 33, 32, 2, 360921, 360945
37, 0, 0, 2, 33, 32, 2, 360921, 360932
38, 0, 0, 2, 33, 32, 2, 360921, 360932
39, 0, 0, 2, 33, 32, 2, 360921, 360932
40, 0, 0, 2, 33, 32, 2, 360921, 360945
41, 0, 0, 2, 33, 32, 2, 360921, 360945
42, 0, 0, 2, 33, 32, 2, 360921, 360932
