=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.06.04 10:49:24 =~=~=~=~=~=~=~=~=~=~=~=
Starting measurement program...
1; 1; 1; 0; 6; 5; 1; 420; 359997;
2; 0; 1; 0; 6; 5; 1; 420; 359997;
3; 0; 1; 0; 6; 5; 1; 420; 359997;
4; 0; 1; 0; 6; 5; 1; 420; 359997;
5; 0; 1; 0; 6; 5; 1; 420; 360010;
6; 0; 1; 0; 6; 5; 1; 420; 359997;
7; 0; 1; 0; 6; 5; 1; 420; 359997;
8; 0; 1; 0; 6; 5; 1; 420; 360010;
9; 0; 1; 0; 6; 5; 1; 420; 359997;
10; 0; 1; 0; 6; 5; 1; 420; 359997;
11; 0; 1; 0; 6; 5; 1; 420; 360010;
12; 0; 1; 0; 6; 5; 1; 420; 359997;
13; 0; 1; 0; 6; 5; 1; 420; 359997;
14; 0; 1; 0; 6; 5; 1; 420; 360010;
15; 0; 1; 0; 6; 5; 1; 420; 359997;
16; 0; 1; 0; 6; 5; 1; 420; 359997;
17; 0; 1; 0; 6; 5; 1; 420; 360010;
18; 0; 1; 0; 6; 5; 1; 420; 359997;
19; 0; 1; 0; 6; 5; 1; 420; 359997;
20; 0; 1; 0; 6; 5; 1; 420; 359997;
21; 0; 1; 0; 6; 5; 1; 420; 359997;
22; 0; 1; 0; 6; 5; 1; 420; 359997;
23; 0; 1; 0; 6; 5; 1; 420; 359997;
24; 0; 1; 0; 6; 5; 1; 420; 359997;
25; 0; 1; 0; 6; 5; 1; 420; 360010;
26; 0; 1; 0; 6; 5; 1; 420; 359997;
27; 0; 1; 0; 6; 5; 1; 420; 359997;
28; 0; 1; 0; 6; 5; 1; 420; 360010;
29; 0; 1; 0; 6; 5; 1; 420; 359997;
30; 0; 1; 0; 6; 5; 1; 420; 359997;
31; 0; 1; 0; 6; 5; 1; 420; 360010;
32; 0; 1; 0; 6; 5; 1; 420; 359997;
33; 0; 1; 0; 6; 5; 1; 420; 359997;
34; 0; 1; 0; 6; 5; 1; 420; 360010;
35; 0; 1; 0; 6; 5; 1; 420; 359997;
36; 0; 1; 0; 6; 5; 1; 420; 359997;
37; 0; 1; 0; 6; 5; 1; 420; 360010;
38; 0; 1; 0; 6; 5; 1; 420; 359997;
39; 0; 1; 0; 6; 5; 1; 420; 359997;
40; 0; 1; 0; 6; 5; 1; 420; 359997;
41; 0; 1; 0; 6; 5; 1; 420; 359997;
42; 0; 1; 0; 6; 5; 1; 420; 359997;
43; 0; 1; 0; 6; 5; 1; 420; 359997;
44; 0; 1; 0; 6; 5; 1; 420; 359997;
45; 0; 1; 0; 6; 5; 1; 420; 360010;
46; 0; 1; 0; 6; 5; 1; 420; 359997;
47; 0; 1; 0; 6; 5; 1; 420; 359997;
48; 0; 1; 0; 6; 5; 1; 420; 360010;
49; 0; 1; 0; 6; 5; 1; 420; 359997;
50; 0; 1; 0; 6; 5; 1; 420; 359997;
51; 0; 1; 0; 6; 5; 1; 420; 360010;
52; 0; 1; 0; 6; 5; 1; 420; 359997;
53; 0; 1; 0; 6; 5; 1; 420; 359997;
54; 0; 1; 0; 6; 5; 1; 420; 360010;
55; 0; 1; 0; 6; 5; 1; 420; 359997;
56; 0; 1; 0; 6; 5; 1; 420; 359997;
57; 0; 1; 0; 6; 5; 1; 420; 360010;
58; 0; 1; 0; 6; 5; 1; 420; 359997;
59; 0; 1; 0; 6; 5; 1; 420; 359997;
60; 0; 1; 0; 6; 5; 1; 420; 359997;
61; 0; 1; 0; 6; 5; 1; 420; 359997;
62; 0; 1; 0; 6; 5; 1; 420; 359997;
