0, 2, 2, 0, 36, 65, 1, 360000, 359997
1, 0, 2, 0, 36, 65, 1, 360000, 359997
2, 0, 2, 0, 36, 65, 1, 360000, 359997
3, 0, 2, 0, 36, 65, 1, 360000, 359997
4, 0, 2, 0, 36, 65, 1, 360000, 360010
5, 0, 2, 0, 36, 65, 1, 360000, 359997
6, 0, 2, 0, 36, 65, 1, 360000, 359997
7, 0, 2, 0, 36, 65, 1, 360000, 360010
8, 0, 2, 0, 36, 65, 1, 360000, 359997
9, 0, 2, 0, 36, 65, 1, 360000, 359997
0, 0, 2, 1, 41, 74, 1, 360103, 360010
1, 0, 2, 1, 41, 74, 1, 360103, 360139
2, 0, 2, 1, 41, 74, 1, 360103, 360139
3, 0, 2, 1, 41, 74, 1, 360103, 360126
4, 0, 2, 1, 41, 74, 1, 360103, 360139
5, 0, 2, 1, 41, 74, 1, 360103, 360126
6, 0, 2, 1, 41, 74, 1, 360103, 360139
7, 0, 2, 1, 41, 74, 1, 360103, 360139
8, 0, 2, 1, 41, 74, 1, 360103, 360126
9, 0, 2, 1, 41, 74, 1, 360103, 360139
0, 0, 2, 2, 46, 1, 83, 360226, 360126
1, 0, 2, 2, 46, 1, 83, 360226, 360126
2, 0, 2, 2, 46, 1, 83, 360226, 360126
3, 0, 2, 2, 46, 1, 83, 360226, 360126
4, 0, 2, 2, 46, 1, 83, 360226, 31485
5, 0, 2, 2, 46, 1, 83, 360226, 31485
6, 0, 2, 2, 46, 1, 83, 360226, 31485
7, 0, 2, 2, 46, 1, 83, 360226, 31485
8, 0, 2, 2, 46, 1, 83, 360226, 31485
9, 0, 2, 2, 46, 1, 83, 360226, 31485
0, 0, 2, 3, 51, 23, 4, 360315, 16667
1, 0, 2, 3, 51, 23, 4, 360315, 360321
2, 0, 2, 3, 51, 23, 4, 360315, 360321
3, 0, 2, 3, 51, 23, 4, 360315, 360321
4, 0, 2, 3, 51, 23, 4, 360315, 360334
5, 0, 2, 3, 51, 23, 4, 360315, 360321
6, 0, 2, 3, 51, 23, 4, 360315, 360321
7, 0, 2, 3, 51, 23, 4, 360315, 360321
8, 0, 2, 3, 51, 23, 4, 360315, 360321
9, 0, 2, 3, 51, 23, 4, 360315, 360321
0, 0, 2, 4, 56, 1, 101, 360360, 360334
1, 0, 2, 4, 56, 1, 101, 360360, 360334
2, 0, 2, 4, 56, 1, 101, 360360, 360334
3, 0, 2, 4, 56, 1, 101, 360360, 360334
4, 0, 2, 4, 56, 1, 101, 360360, 360334
5, 0, 2, 4, 56, 1, 101, 360360, 360334
6, 0, 2, 4, 56, 1, 101, 360360, 16691
7, 0, 2, 4, 56, 1, 101, 360360, 16691
8, 0, 2, 4, 56, 1, 101, 360360, 16691
9, 0, 2, 4, 56, 1, 101, 360360, 16691
0, 0, 2, 5, 61, 22, 5, 360449, 16691
1, 0, 2, 5, 61, 22, 5, 360449, 360451
2, 0, 2, 5, 61, 22, 5, 360449, 360451
3, 0, 2, 5, 61, 22, 5, 360449, 360451
4, 0, 2, 5, 61, 22, 5, 360449, 360451
5, 0, 2, 5, 61, 22, 5, 360449, 360451
6, 0, 2, 5, 61, 22, 5, 360449, 360464
